label,x,y,plot_type,plot_num
pop1,0.0,7162.162191676653,path,0
pop1,554.4284677693581,7162.162191676653,path,0
pop1,575.6816099938765,7162.162191676653,path,0
pop1,597.7494579571403,7162.162191676653,path,0
pop1,620.6632421206847,7162.162191676653,path,0
pop1,644.4553901166079,7162.162191676653,path,0
pop1,669.1595726392188,7162.162191676653,path,0
pop1,694.8107510958691,7162.162191676653,path,0
pop1,721.4452270844071,7162.162191676653,path,0
pop1,749.1006937672676,7162.162191676653,path,0
pop1,777.8162892149098,7162.162191676653,path,0
pop1,807.6326517940917,7162.162191676653,path,0
pop1,838.5919776793655,7162.162191676653,path,0
pop1,870.7380805691865,7162.162191676653,path,0
pop1,904.1164536911443,7162.162191676653,path,0
pop1,938.7743341840675,12703.91811653344,path,0
pop1,974.7607699481151,12703.91811653344,path,0
pop1,1012.1266890574606,12703.91811653344,path,0
pop1,1050.9249718338015,12703.91811653344,path,0
pop1,1091.2105256826944,12703.91811653344,path,0
pop1,1133.040362798622,12703.91811653344,path,0
pop1,1176.473680848763,12703.91811653344,path,0
pop1,1221.5719467496453,12703.91811653344,path,0
pop1,1268.3989836552466,12703.91811653344,path,0
pop1,1317.0210612796473,12703.91811653344,path,0
pop1,1367.5069896820585,12703.91811653344,path,0
pop1,1419.9282166469523,12703.91811653344,path,0
pop1,1474.3589287971047,12703.91811653344,path,0
pop1,1530.8761565826526,12703.91811653344,path,0
pop1,1589.5598832947342,12703.91811653344,path,0
pop1,1650.4931582579984,12703.91811653344,path,0
pop1,1713.7622143621738,12703.91811653344,path,0
pop1,1779.4565900990206,14521.27638290659,path,0
pop1,1847.6692562773806,14521.27638290659,path,0
pop1,1918.4967475956453,14521.27638290659,path,0
pop1,1992.0392992578513,14521.27638290659,path,0
pop1,2068.400988826737,14521.27638290659,path,0
pop1,2147.6898835145116,14521.27638290659,path,0
pop1,2230.0181931197853,14521.27638290659,path,0
pop1,2315.502428827094,14521.27638290659,path,0
pop1,2404.2635680937583,14521.27638290659,path,0
pop1,2496.4272258574165,14521.27638290659,path,0
pop1,2592.1238323065268,14521.27638290659,path,0
pop1,2691.488817465426,14521.27638290659,path,0
pop1,2794.6628028551686,14521.27638290659,path,0
pop1,2901.791800501372,14521.27638290659,path,0
pop1,3013.0274195707243,14521.27638290659,path,0
pop1,3128.5270809285685,14521.27638290659,path,0
pop1,3248.4542399212264,14521.27638290659,path,0
pop1,3372.9786176983175,14521.27638290659,path,0
pop1,3502.276441402462,14521.27638290659,path,0
pop1,3636.530693566279,14521.27638290659,path,0
pop1,3775.9313710696233,14521.27638290659,path,0
pop1,3920.675754023543,14521.27638290659,path,0
pop1,4070.968684961474,14521.27638290659,path,0
pop1,4227.022858732794,14521.27638290659,path,0
pop1,4389.059123508991,9491.49795884561,path,0
pop1,4557.30679332843,9491.49795884561,path,0
pop1,4732.003972622018,9491.49795884561,path,0
pop1,4913.397893179065,9491.49795884561,path,0
pop1,5101.745264030203,9491.49795884561,path,0
pop1,5297.312634742491,9491.49795884561,path,0
pop1,5500.3767726409,9491.49795884561,path,0
pop1,5711.2250544899525,9491.49795884561,path,0
pop1,5930.155873189908,9491.49795884561,path,0
pop1,6157.4790600629485,9491.49795884561,path,0
pop1,6393.516323327091,9491.49795884561,path,0
pop1,6638.601703378278,9491.49795884561,path,0
pop1,6893.082045524994,9491.49795884561,path,0
pop1,7157.317490844444,9145.133143915877,path,0
pop1,7431.68198585488,9145.133143915877,path,0
pop1,7716.5638117254575,9145.133143915877,path,0
pop1,8012.366133772523,9145.133143915877,path,0
pop1,8319.50757201992,9145.133143915877,path,0
pop1,8638.42279363089,9145.133143915877,path,0
pop1,8969.56312804989,9145.133143915877,path,0
pop1,9313.397205724883,9145.133143915877,path,0
pop1,9670.4116213141,9145.133143915877,path,0
pop1,10041.111622315711,9145.133143915877,path,0
pop1,10426.021824095094,9273.533999086087,path,0
pop1,10825.686952321525,9273.533999086087,path,0
pop1,11240.672613864997,9273.533999086087,path,0
pop1,11671.56609724418,9273.533999086087,path,0
pop1,12118.977203758264,9273.533999086087,path,0
pop1,12583.539110478958,9273.533999086087,path,0
pop1,13065.909266323937,9273.533999086087,path,0
pop1,13566.770322479793,9273.533999086087,path,0
pop1,14086.831098491355,9273.533999086087,path,0
pop1,14626.827585384503,9273.533999086087,path,0
pop1,15187.523987242073,4963.873641830312,path,0
pop1,15769.71380270699,4963.873641830312,path,0
pop1,16374.220947943091,4963.873641830312,path,0
pop1,17001.900922642886,4963.873641830312,path,0
pop1,17653.64202073242,4963.873641830312,path,0
pop1,18330.36658748652,4963.873641830312,path,0
pop1,19033.032324833664,4963.873641830312,path,0
pop1,19762.633646697643,4963.873641830312,path,0
pop1,20520.20308629403,4963.873641830312,path,0
pop1,21306.81275737324,4963.873641830312,path,0
pop1,22123.57587147801,4963.873641830312,path,0
pop1,22971.64831336251,8826.547363624495,path,0
pop2,0.0,114848.07086795212,path,1
pop2,301.75954029681077,114848.07086795212,path,1
pop2,315.2581876726556,114848.07086795212,path,1
pop2,329.3606717351487,114848.07086795212,path,1
pop2,344.0940039865537,114848.07086795212,path,1
pop2,359.48640423805307,114848.07086795212,path,1
pop2,375.56735466118425,114848.07086795212,path,1
pop2,392.3676562571625,114848.07086795212,path,1
pop2,409.91948785225463,114848.07086795212,path,1
pop2,428.256467732201,114848.07086795212,path,1
pop2,447.41371803373465,15243.729083137758,path,1
pop2,467.427932016539,15243.729083137758,path,1
pop2,488.3374443444852,15243.729083137758,path,1
pop2,510.1823045107741,15243.729083137758,path,1
pop2,533.0043535476094,15243.729083137758,path,1
pop2,556.8473041673395,15243.729083137758,path,1
pop2,581.7568244885571,15243.729083137758,path,1
pop2,607.7806255075341,15243.729083137758,path,1
pop2,634.9685524825251,2939.693102368834,path,1
pop2,663.3726804059752,2939.693102368834,path,1
pop2,693.0474137475009,2939.693102368834,path,1
pop2,724.049590658683,2939.693102368834,path,1
pop2,756.438591839268,2939.693102368834,path,1
pop2,790.2764542732955,2939.693102368834,path,1
pop2,825.6279900529938,2939.693102368834,path,1
pop2,862.5609105180462,2939.693102368834,path,1
pop2,901.1459559479874,1639.3887984216226,path,1
pop2,941.4570310561534,1639.3887984216226,path,1
pop2,983.5713465446931,1639.3887984216226,path,1
pop2,1027.569566991783,1639.3887984216226,path,1
pop2,1073.5359653542948,1639.3887984216226,path,1
pop2,1121.5585843818524,1639.3887984216226,path,1
pop2,1171.729405251446,1639.3887984216226,path,1
pop2,1224.1445237455957,1639.3887984216226,path,1
pop2,1278.9043343115181,1639.3887984216226,path,1
pop2,1336.1137223538324,1639.3887984216226,path,1
pop2,1395.8822651291218,1639.3887984216226,path,1
pop2,1458.3244416271373,3676.507773484585,path,1
pop2,1523.5598518406396,3676.507773484585,path,1
pop2,1591.7134458438723,3676.507773484585,path,1
pop2,1662.9157631184264,3676.507773484585,path,1
pop2,1737.3031825849007,3676.507773484585,path,1
pop2,1815.01818381926,3676.507773484585,path,1
pop2,1896.2096199542168,3676.507773484585,path,1
pop2,1981.0330027883438,3676.507773484585,path,1
pop2,2069.6508006490108,3676.507773484585,path,1
pop2,2162.2327495796603,3676.507773484585,path,1
pop2,2258.9561784474613,3676.507773484585,path,1
pop2,2360.0063485940464,3676.507773484585,path,1
pop2,2465.576808679887,3676.507773484585,path,1
pop2,2575.8482618654216,3676.507773484585,path,1
